"ISSN","WH.","Location","Product ID","Curr Qty","Created Date","Company ID","Status","SSN Description"
26990611,"FX","DDFS0000","kiw086",80,"2008-03-31 09:24:57","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg"
26990610,"FX","DDFS0000","kiw086",80,"2008-03-31 09:24:57","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg"
26990609,"FX","DDFS0000","kiw086",80,"2008-03-31 09:24:57","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg"
26990607,"FX","DDFS0000","kiw086",80,"2008-03-31 09:24:57","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg"
26990606,"FX","DDFS0000","kiw086",80,"2008-03-31 09:24:57","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg"
26920414,"FX","DDFS0000","man005",96,"2008-03-30 10:28:34","FPGIMPORTS","DS","Mandarin USA 9kg 24"
26920313,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920312,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920311,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920310,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920308,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920307,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920306,"FX","DDFS0000","man004",96,"2008-03-30 10:27:35","FPGIMPORTS","DS","Mandarin USA 9kg 21"
26920204,"FX","DDFS0000","man001",96,"2008-03-30 10:27:02","FPGIMPORTS","DS","Mandarin USA 9kg 18"
26920202,"FX","DDFS0000","man001",96,"2008-03-30 10:27:02","FPGIMPORTS","DS","Mandarin USA 9kg 18"
26920101,"FX","DDFS0000","man006",96,"2008-03-30 10:26:30","FPGIMPORTS","DS","Mandarin USA 9kg 15"
26910215,"FX","DDFS0000","ora002",54,"2008-03-30 08:48:07","FPGIMPORTS","DS","Navel USA 18kg 72"
26860307,"FX","C3110201","kiw087",80,"2008-03-27 16:59:59","FPGIMPORTS","DS","Kiwifruit Green Australian Large 10kg Hayward  "
26860306,"FX","C3110202","kiw087",80,"2008-03-27 16:59:59","FPGIMPORTS","DS","Kiwifruit Green Australian Large 10kg Hayward  "
26820305,"FX","DDFS0000","kiw087",80,"2008-03-27 13:27:08","FPGIMPORTS","DS","Kiwifruit Green Australian Large 10kg Hayward  "
26820204,"FX","DDFS0000","kiw086",80,"2008-03-27 13:26:41","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg Hayward  "
26820203,"FX","DDFS0000","kiw086",80,"2008-03-27 13:26:41","FPGIMPORTS","DS","Kiwifruit Green Australian Medium 10kg Hayward  "
26750101,"FX","DDFS0000","kiw087",80,"2008-03-26 10:45:58","FPGIMPORTS","DS","Kiwifruit Green Australian Large 10kg Hayward  "
26680828,"FX","DDFS0000","kiw083",80,"2008-03-25 07:40:51","FPGIMPORTS","DS","Kiwifruit Green Australian 120 10kg   "
26680826,"FX","DDFS0000","kiw083",80,"2008-03-25 07:40:51","FPGIMPORTS","DS","Kiwifruit Green Australian 120 10kg   "
26680619,"FX","DDFS0000","kiw061",80,"2008-03-25 07:37:16","FPGIMPORTS","DS","Kiwifruit Green Australian 100 10kg Hayward  "
26680618,"FX","DDFS0000","kiw061",80,"2008-03-25 07:37:16","FPGIMPORTS","DS","Kiwifruit Green Australian 100 10kg Hayward  "
26680617,"FX","DDFS0000","kiw061",80,"2008-03-25 07:37:16","FPGIMPORTS","DS","Kiwifruit Green Australian 100 10kg Hayward  "
26680616,"FX","DDFS0000","kiw061",80,"2008-03-25 07:37:16","FPGIMPORTS","DS","Kiwifruit Green Australian 100 10kg Hayward  "
26680615,"FX","DDFS0000","kiw061",80,"2008-03-25 07:37:16","FPGIMPORTS","DS","Kiwifruit Green Australian 100 10kg Hayward  "
26680410,"FX","DDFS0000","kiw082",80,"2008-03-25 07:35:11","FPGIMPORTS","DS","Kiwifruit Green Australian 84 10kg"
26610103,"FX","C3310201","kiw082",80,"2008-03-20 05:04:16","FPGIMPORTS","DX","Kiwifruit Green Australian 84 10kg"
26610101,"FX","C3350201","kiw082",80,"2008-03-20 05:04:16","FPGIMPORTS","DS","Kiwifruit Green Australian 84 10kg"
25820101,"FX","C3190101","dat012",100,"2008-03-05 09:35:51","FPGIMPORTS","DX","Dates USA Coconut Medjool  "
25690105,"FX","DDFS0000","gfr005",65,"2008-02-29 07:35:16","FPGIMPORTS","DX","Grapefruit Red Israel 35   "
23980421,"FX","DDFS0000","dat024",90,"2008-01-30 11:21:50","FPGIMPORTS","DS","Dates Mexico 500gm Tubs Medjool Golden Palm "
23980420,"FX","DDFS0000","dat024",90,"2008-01-30 11:21:50","FPGIMPORTS","DS","Dates Mexico 500gm Tubs Medjool Golden Palm "
23980419,"FX","DDFS0000","dat024",90,"2008-01-30 11:21:50","FPGIMPORTS","DS","Dates Mexico 500gm Tubs Medjool Golden Palm "
23980417,"FX","DDFS0000","dat024",90,"2008-01-30 11:21:50","FPGIMPORTS","DS","Dates Mexico 500gm Tubs Medjool Golden Palm "
23980314,"FX","DDFS0000","dat023",70,"2008-01-30 11:19:54","FPGIMPORTS","DS","Dates Mexico 900gm Tubs Medjool Golden Palm "
23980313,"FX","DDFS0000","dat023",70,"2008-01-30 11:19:54","FPGIMPORTS","DS","Dates Mexico 900gm Tubs Medjool Golden Palm "
23980210,"FX","DDFS0000","dat017",220,"2008-01-30 11:15:35","FPGIMPORTS","DS","Dates Mexico Fancy Medjool Golden Palm "
23980205,"FX","DDFS0000","dat017",220,"2008-01-30 11:15:35","FPGIMPORTS","DS","Dates Mexico Fancy Medjool Golden Palm "
89300419,"FX","C3160201","dat012",90,"2007-10-25 07:35:13","FPGIMPORTS","DX","Dates USA Coconut   "
