SSN_ID               WH_ID  LOCN_ID    ISSN_STATUS LAST_UPDATE_DATE 
22010226             FX     RD000008   PA          19-DEC-2007      
22010227             FX     RD000008   PA          19-DEC-2007      
22010228             FX     RD000008   PA          19-DEC-2007      
22080101             FX     RD000001   PA          19-DEC-2007      
22080102             FX     RD000001   PA          19-DEC-2007      
22080103             FX     RD000001   PA          19-DEC-2007      
22080104             FX     RD000001   PA          19-DEC-2007      
22080105             FX     RD000001   PA          19-DEC-2007      
22080106             FX     RD000001   PA          19-DEC-2007      
22080107             FX     RD000001   PA          19-DEC-2007      
22080108             FX     RD000001   PA          19-DEC-2007      
22080109             FX     RD000001   PA          19-DEC-2007      
22080110             FX     RD000001   PA          19-DEC-2007      
22090101             FX     RD000009   PA          19-DEC-2007      
22090102             FX     RD000009   PA          19-DEC-2007      
22090103             FX     RD000009   PA          19-DEC-2007      
22090104             FX     RD000009   PA          19-DEC-2007      
22090105             FX     RD000009   PA          19-DEC-2007      
22090106             FX     RD000009   PA          19-DEC-2007      
22090107             FX     RD000009   PA          19-DEC-2007      
22090108             FX     RD000009   PA          19-DEC-2007      
22090109             FX     RD000009   PA          19-DEC-2007      
22090210             FX     RD000009   PA          19-DEC-2007      
22090211             FX     RD000009   PA          19-DEC-2007      
22090212             FX     RD000009   PA          19-DEC-2007      
22090213             FX     RD000009   PA          19-DEC-2007      
22090214             FX     RD000009   PA          19-DEC-2007      
22090215             FX     RD000009   PA          19-DEC-2007      
22090316             FX     RD000009   PA          19-DEC-2007      
22090317             FX     RD000009   PA          19-DEC-2007      
22090318             FX     RD000009   PA          19-DEC-2007      
22090319             FX     RD000009   PA          19-DEC-2007      
22090320             FX     RD000009   PA          19-DEC-2007      
22100101             FX     C3270104   ST          19-DEC-2007      
22100102             FX     C3270101   ST          19-DEC-2007      
22100103             FX     C3270102   ST          19-DEC-2007      
22100104             FX     C3270103   ST          19-DEC-2007      
22100105             FX     C3260102   ST          19-DEC-2007      
22100106             FX     C3260101   ST          19-DEC-2007      
22100207             FX     RD000008   PA          19-DEC-2007      
22100208             FX     RD000008   PA          19-DEC-2007      
22100209             FX     RD000008   PA          19-DEC-2007      
22100210             FX     RD000008   PA          19-DEC-2007      
22100211             FX     RD000008   PA          19-DEC-2007      
22100212             FX     RD000008   PA          19-DEC-2007      
22100213             FX     RD000008   PA          19-DEC-2007      
22100214             FX     RD000008   PA          19-DEC-2007      
22100215             FX     RD000008   PA          19-DEC-2007      
22100316             FX     C3270203   ST          19-DEC-2007      
22100317             FX     C3270204   ST          19-DEC-2007      
22100318             FX     RD000008   PA          19-DEC-2007      
22100319             FX     C3270202   ST          19-DEC-2007      
22100320             FX     C3270201   ST          19-DEC-2007      
22120101             FX     RD000003   PA          19-DEC-2007      
22120102             FX     C1130101   ST          19-DEC-2007      
22120103             FX     C1120104   ST          19-DEC-2007      
22120104             FX     C1130102   ST          19-DEC-2007      
22120105             FX     C1120103   ST          19-DEC-2007      
22120106             FX     C1120102   ST          19-DEC-2007      
22120107             FX     C1120101   ST          19-DEC-2007      
22120108             FX     C1130103   ST          19-DEC-2007      
22120109             FX     C1130104   ST          19-DEC-2007      
22120110             FX     C1140101   ST          19-DEC-2007      
22120111             FX     RD000003   PA          19-DEC-2007      
22120112             FX     C1120204   ST          19-DEC-2007      
22120113             FX     C1130201   ST          19-DEC-2007      
22120114             FX     C1120203   ST          19-DEC-2007      
22120115             FX     C1120202   ST          19-DEC-2007      
22120116             FX     C1120201   ST          19-DEC-2007      
22120117             FX     C1140103   ST          19-DEC-2007      
22120118             22     120131     ST          19-DEC-2007      
22120119             FX     C1140203   ST          19-DEC-2007      
22120120             FX     C1130203   ST          19-DEC-2007      
22120121             FX     C1130202   ST          19-DEC-2007      
22120122             FX     C1140204   ST          19-DEC-2007      
22120123             FX     C1140304   ST          19-DEC-2007      
22120124             FX     C1140303   ST          19-DEC-2007      
22120125             FX     C1140302   ST          19-DEC-2007      
22120126             FX     C1140301   ST          19-DEC-2007      
22120127             FX     C1130303   ST          19-DEC-2007      
22120128             FX     RD000003   PA          19-DEC-2007      
22120129             FX     RD000003   PA          19-DEC-2007      
22120130             FX     C1140202   ST          19-DEC-2007      
22120131             FX     RD000003   PA          19-DEC-2007      
22120132             FX     C1140104   ST          19-DEC-2007      
22140101             FX     RD000001   PA          20-DEC-2007      
22140102             FX     RD000001   PA          20-DEC-2007      
22140103             FX     RD000001   PA          20-DEC-2007      
22140104             FX     RD000001   PA          20-DEC-2007      
22140105             FX     RD000001   PA          20-DEC-2007      
22140206             FX     RD000001   PA          20-DEC-2007      
22140207             FX     RD000001   PA          20-DEC-2007      
22140208             FX     RD000001   PA          20-DEC-2007      
22140209             FX     RD000001   PA          20-DEC-2007      
22140210             FX     RD000001   PA          20-DEC-2007      
22140211             FX     RD000001   PA          20-DEC-2007      
22140212             FX     RD000001   PA          20-DEC-2007      
22140213             FX     RD000001   PA          20-DEC-2007      
22140214             FX     RD000001   PA          20-DEC-2007      
22140215             FX     RD000001   PA          20-DEC-2007      
22140316             FX     RD000001   PA          20-DEC-2007      
22140317             FX     RD000001   PA          20-DEC-2007      
22140318             FX     RD000001   PA          20-DEC-2007      
22140319             FX     RD000001   PA          20-DEC-2007      
22140320             FX     RD000001   PA          20-DEC-2007      
22140321             FX     RD000001   PA          20-DEC-2007      
22150101             FX     RD000001   PA          20-DEC-2007      
22150102             FX     RD000001   PA          20-DEC-2007      
22150103             FX     RD000001   PA          20-DEC-2007      
22150104             FX     RD000001   PA          20-DEC-2007      
22150105             FX     RD000001   PA          20-DEC-2007      
22150106             FX     RD000001   PA          20-DEC-2007      
22150107             FX     RD000001   PA          20-DEC-2007      
22150108             FX     RD000001   PA          20-DEC-2007      
22150109             FX     RD000001   PA          20-DEC-2007      
22150110             FX     RD000001   PA          20-DEC-2007      
22150211             FX     RD000001   PA          20-DEC-2007      
22150212             FX     RD000001   PA          20-DEC-2007      
22150213             FX     RD000001   PA          20-DEC-2007      
22150214             FX     RD000001   PA          20-DEC-2007      
22150215             FX     RD000001   PA          20-DEC-2007      
22150216             FX     RD000001   PA          20-DEC-2007      
22150217             FX     RD000001   PA          20-DEC-2007      
22150318             FX     RD000001   PA          20-DEC-2007      
22150319             FX     RD000001   PA          20-DEC-2007      
22150320             FX     RD000001   PA          20-DEC-2007      
22150321             FX     RD000001   PA          20-DEC-2007      
22170101             FX     C1290201   ST          20-DEC-2007      
22170102             FX     C1290202   ST          20-DEC-2007      
22170103             FX     C1290203   ST          20-DEC-2007      
22170104             FX     C1290204   ST          20-DEC-2007      
22170205             FX     C1290101   ST          20-DEC-2007      
22170206             22     170206     ST          20-DEC-2007      
22170207             FX     C1290103   ST          20-DEC-2007      
22170208             FX     C1290104   ST          20-DEC-2007      
22170309             FX     C1280304   ST          20-DEC-2007      
22170310             FX     C1280303   ST          20-DEC-2007      
22170311             FX     C1280302   ST          20-DEC-2007      
22170312             FX     C1280301   ST          20-DEC-2007      
22170313             FX     C1280204   ST          20-DEC-2007      
22170314             FX     C1280203   ST          20-DEC-2007      
22170315             FX     C1280201   ST          20-DEC-2007      
22170316             FX     C1280202   ST          20-DEC-2007      
22170417             FX     C1280101   ST          20-DEC-2007      
22170418             FX     C1290302   ST          20-DEC-2007      
22170419             FX     C1290301   ST          20-DEC-2007      
22170420             FX     C1290303   ST          20-DEC-2007      
22170421             FX     C1290304   ST          20-DEC-2007      
22180101             FX     RD000001   PA          20-DEC-2007      
22200101             FX     C3270102   ST          20-DEC-2007      
22200202             FX     C3270303   ST          20-DEC-2007      
22200203             FX     C3270201   ST          20-DEC-2007      
22200204             FX     C3270104   ST          20-DEC-2007      
22200305             FX     C3270304   ST          20-DEC-2007      
22200306             FX     C3270303   ST          20-DEC-2007      
22200307             FX     C3270302   ST          20-DEC-2007      
22200308             FX     C3270301   ST          20-DEC-2007      
22200309             FX     C3270204   ST          20-DEC-2007      
22200310             FX     C3270203   ST          20-DEC-2007      
22200311             FX     C3270202   ST          20-DEC-2007      
22200412             FX     C3280303   ST          20-DEC-2007      
22200413             FX     C3280302   ST          20-DEC-2007      
22200414             FX     C3280301   ST          20-DEC-2007      
22200415             FX     C3280304   ST          20-DEC-2007      
22200516             FX     C3280204   ST          20-DEC-2007      
22200517             FX     C3280203   ST          20-DEC-2007      
22200618             FX     C3280201   ST          20-DEC-2007      
22200619             FX     C3280202   ST          20-DEC-2007      
22200720             FX     C3270101   ST          20-DEC-2007      
22210101             FX     RD000009   PA          20-DEC-2007      
22210102             FX     RD000009   PA          20-DEC-2007      
22210103             FX     RD000009   PA          20-DEC-2007      
22210104             FX     RD000009   PA          20-DEC-2007      
22210105             FX     RD000009   PA          20-DEC-2007      
22210106             FX     RD000009   PA          20-DEC-2007      
22210107             FX     RD000009   PA          20-DEC-2007      
22210108             FX     RD000009   PA          20-DEC-2007      
22210209             FX     RD000009   PA          20-DEC-2007      
22210210             FX     RD000009   PA          20-DEC-2007      
22210211             FX     RD000009   PA          20-DEC-2007      
22210212             FX     RD000009   PA          20-DEC-2007      
22210213             FX     RD000009   PA          20-DEC-2007      
22210214             FX     RD000009   PA          20-DEC-2007      
22210215             FX     RD000009   PA          20-DEC-2007      
22210216             FX     RD000009   PA          20-DEC-2007      
22210217             FX     RD000009   PA          20-DEC-2007      
22210218             FX     RD000009   PA          20-DEC-2007      
22210319             FX     RD000009   PA          20-DEC-2007      
22210320             FX     RD000009   PA          20-DEC-2007      
22220101             FX     C3100101   ST          20-DEC-2007      
22220102             FX     RD000009   PA          20-DEC-2007      
22220203             22     220102     ST          20-DEC-2007      
22220204             FX     C3100102   ST          20-DEC-2007      
22220205             FX     C3100101   ST          20-DEC-2007      
22220306             FX     C3100201   ST          20-DEC-2007      
22220307             FX     RD000009   PA          20-DEC-2007      
22220308             FX     C3100203   ST          20-DEC-2007      
22220309             FX     C3100101   ST          20-DEC-2007      
22220410             FX     C3100301   ST          20-DEC-2007      
22220411             FX     RD000009   PA          20-DEC-2007      
22220512             FX     C3100302   ST          20-DEC-2007      
22220513             FX     RD000009   PA          20-DEC-2007      
22240101             FX     C1030204   ST          20-DEC-2007      
22240102             FX     C1030203   ST          20-DEC-2007      
22240103             FX     C1030202   ST          20-DEC-2007      
22240104             FX     C1030201   ST          20-DEC-2007      
22240105             FX     C1030104   ST          20-DEC-2007      
22240106             FX     C1030103   ST          20-DEC-2007      
22240107             FX     C1030102   ST          20-DEC-2007      
22240208             FX     C1340103   ST          20-DEC-2007      
22240209             FX     C1340203   ST          20-DEC-2007      
22240210             FX     C1340204   ST          20-DEC-2007      
22240211             FX     C1330104   ST          20-DEC-2007      
22240212             FX     C1340104   ST          20-DEC-2007      
22240213             FX     C1340102   ST          20-DEC-2007      
22240214             FX     C1330103   ST          20-DEC-2007      
22240215             FX     C1340302   ST          20-DEC-2007      
22240216             FX     C1330201   ST          20-DEC-2007      
22240217             FX     C1330204   ST          20-DEC-2007      
22240218             FX     C1340101   ST          20-DEC-2007      
22240219             FX     C1340201   ST          20-DEC-2007      
22240220             FX     C1340202   ST          20-DEC-2007      
22240221             FX     C1330301   ST          20-DEC-2007      
22240222             FX     C1330102   ST          20-DEC-2007      
22240223             FX     C1330202   ST          20-DEC-2007      
22240224             FX     C1330201   ST          20-DEC-2007      
22240225             FX     RD000003   PA          20-DEC-2007      
22240226             FX     C1340301   ST          20-DEC-2007      
22240227             FX     C1330302   ST          20-DEC-2007      
22240228             FX     C1330303   ST          20-DEC-2007      
22240229             FX     C1330304   ST          20-DEC-2007      
22240230             FX     C1340304   ST          20-DEC-2007      
22240231             FX     C1340303   ST          20-DEC-2007      
22240232             FX     RD000003   PA          20-DEC-2007      
22270101             FX     RD000008   PA          21-DEC-2007      
22270102             FX     RD000008   PA          21-DEC-2007      
22270103             FX     RD000008   PA          21-DEC-2007      
22270104             FX     RD000008   PA          21-DEC-2007      
22270105             FX     RD000008   PA          21-DEC-2007      
22270106             FX     RD000008   PA          21-DEC-2007      
22270107             FX     RD000008   PA          21-DEC-2007      
22270208             FX     RD000008   PA          21-DEC-2007      
22270209             FX     RD000008   PA          21-DEC-2007      
22270210             FX     RD000008   PA          21-DEC-2007      
22270211             FX     RD000008   PA          21-DEC-2007      
22270212             FX     RD000008   PA          21-DEC-2007      
22270213             FX     RD000008   PA          21-DEC-2007      
22270214             FX     RD000008   PA          21-DEC-2007      
22270315             FX     RD000008   PA          21-DEC-2007      
22270316             FX     RD000008   PA          21-DEC-2007      
22270317             FX     RD000008   PA          21-DEC-2007      
22270318             FX     RD000008   PA          21-DEC-2007      
22290101             FX     RD000003   PA          21-DEC-2007      
22290102             FX     RD000003   PA          21-DEC-2007      
22290103             FX     RD000003   PA          21-DEC-2007      
22290104             FX     RD000003   PA          21-DEC-2007      
22290205             FX     RD000003   PA          21-DEC-2007      
22290206             FX     RD000003   PA          21-DEC-2007      
22290207             FX     RD000003   PA          21-DEC-2007      
22290208             FX     RD000003   PA          21-DEC-2007      
22290209             FX     RD000003   PA          21-DEC-2007      
22290210             FX     RD000003   PA          21-DEC-2007      
22290211             FX     RD000003   PA          21-DEC-2007      
22290212             FX     RD000003   PA          21-DEC-2007      
22290213             FX     RD000003   PA          21-DEC-2007      
22290214             FX     RD000003   PA          21-DEC-2007      
22290315             FX     RD000003   PA          21-DEC-2007      
22290316             FX     RD000003   PA          21-DEC-2007      
22290317             FX     RD000003   PA          21-DEC-2007      
22290318             FX     RD000003   PA          21-DEC-2007      
22290319             FX     RD000003   PA          21-DEC-2007      
22290320             FX     RD000003   PA          21-DEC-2007      
22290321             FX     RD000003   PA          21-DEC-2007      
22290322             FX     RD000003   PA          21-DEC-2007      
22290323             FX     RD000003   PA          21-DEC-2007      
22310101             FX     C3290104   ST          21-DEC-2007      
22310102             FX     C3290103   ST          21-DEC-2007      
22310103             FX     C3290102   ST          21-DEC-2007      
22310204             FX     C3130101   ST          21-DEC-2007      
22310205             FX     C3130102   ST          21-DEC-2007      
22310206             FX     C3130103   ST          21-DEC-2007      
22310207             FX     C3130201   ST          21-DEC-2007      
22310208             FX     C3130203   ST          21-DEC-2007      
22310209             FX     C3130202   ST          21-DEC-2007      
22310210             FX     RD000003   PA          21-DEC-2007      
22310211             FX     RD000003   PA          21-DEC-2007      
22310212             FX     RD000003   PA          21-DEC-2007      
22310313             FX     C3290304   ST          21-DEC-2007      
22310314             FX     C3290303   ST          21-DEC-2007      
22310315             FX     C3130301   ST          21-DEC-2007      
22310316             FX     C3290203   ST          21-DEC-2007      
22310317             FX     C3290204   ST          21-DEC-2007      
22310318             FX     RD000003   PA          21-DEC-2007      
22310319             FX     C3290201   ST          21-DEC-2007      
22310320             FX     C3290202   ST          21-DEC-2007      
22320101             FX     RD000001   PA          21-DEC-2007      
22320202             FX     RD000001   PA          21-DEC-2007      
22320203             FX     RD000001   PA          21-DEC-2007      
22320204             FX     C3260301   ST          21-DEC-2007      
22320205             FX     C3260304   ST          21-DEC-2007      
22320206             FX     C3260303   ST          21-DEC-2007      
22320207             FX     RD000001   PA          21-DEC-2007      
22320308             FX     RD000001   PA          21-DEC-2007      
22320309             FX     RD000001   PA          21-DEC-2007      
22320310             FX     RD000001   PA          21-DEC-2007      
22320311             FX     RD000001   PA          21-DEC-2007      
22320312             FX     RD000001   PA          21-DEC-2007      
22360101             FX     C3110202   ST          22-DEC-2007      
22360102             FX     C3110101   ST          22-DEC-2007      
22360103             FX     C3090102   ST          22-DEC-2007      
22360104             [[     FXC3090101 ST          22-DEC-2007      
22360205             FX     C3110303   ST          22-DEC-2007      
22360206             FX     C3110203   ST          22-DEC-2007      
22360207             FX     C3110302   ST          22-DEC-2007      
22360208             FX     C3110301   ST          22-DEC-2007      
22360209             FX     RD000003   PA          22-DEC-2007      
22360210             FX     C3110201   ST          22-DEC-2007      
22360211             FX     C3110103   ST          22-DEC-2007      
22360212             FX     C3110102   ST          22-DEC-2007      
22360313             FX     C3120202   ST          22-DEC-2007      
22360314             FX     C3120301   ST          22-DEC-2007      
22360315             FX     C3120103   ST          22-DEC-2007      
22360316             FX     C3120201   ST          22-DEC-2007      
22360317             FX     C3120101   ST          22-DEC-2007      
22360318             FX     C3120303   ST          22-DEC-2007      
22360319             FX     C3120302   ST          22-DEC-2007      
22360320             FX     C3120203   ST          22-DEC-2007      
22370101             FX     RD000003   PA          23-DEC-2007      
22370102             FX     RD000003   PA          23-DEC-2007      
22380101             FX     RD000003   PA          23-DEC-2007      
22380102             FX     RD000003   PA          23-DEC-2007      
22380103             FX     RD000003   PA          23-DEC-2007      
22380104             FX     RD000003   PA          23-DEC-2007      
22380105             FX     RD000003   PA          23-DEC-2007      
22420101             FX     RD000002   PA          24-DEC-2007      
22420102             FX     RD000002   PA          24-DEC-2007      
22420103             FX     RD000002   PA          24-DEC-2007      
22420104             FX     RD000002   PA          24-DEC-2007      
22440101             FX     RD000002   PA          27-DEC-2007      
22440102             FX     RD000002   PA          27-DEC-2007      
22440103             FX     RD000002   PA          27-DEC-2007      
22440104             FX     RD000002   PA          27-DEC-2007      
22440105             FX     RD000002   PA          27-DEC-2007      
22440106             FX     RD000002   PA          27-DEC-2007      
22450101             FX     C3300204   ST          27-DEC-2007      
22450102             FX     C3300301   ST          27-DEC-2007      
22450103             FX     C3300302   ST          27-DEC-2007      
22450104             FX     C3300303   ST          27-DEC-2007      
22450105             FX     C3300304   ST          27-DEC-2007      
22450106             FX     C3300203   ST          27-DEC-2007      
22450107             FX     C3300202   ST          27-DEC-2007      
22450108             FX     C3300201   ST          27-DEC-2007      
22450109             FX     C3310204   ST          27-DEC-2007      
22450110             FX     C3310203   ST          27-DEC-2007      
22450111             FX     C3310202   ST          27-DEC-2007      
22450112             FX     C3310201   ST          27-DEC-2007      
22450113             FX     C3300104   ST          27-DEC-2007      
22450114             FX     C3300103   ST          27-DEC-2007      
22450115             FX     C3300201   ST          27-DEC-2007      
22450116             23     260208     ST          12-JAN-2008      
22450217             FX     C3310104   ST          27-DEC-2007      
22450218             FX     C3310103   ST          27-DEC-2007      
22450219             FX     C3310202   ST          27-DEC-2007      
22450220             FX     C3310101   ST          27-DEC-2007      
22470101             FX     C3130101   ST          27-DEC-2007      
22470202             FX     C3130102   ST          27-DEC-2007      
22470203             FX     C3130103   ST          27-DEC-2007      
22470204             FX     C3340201   ST          27-DEC-2007      
22470205             FX     C3340202   ST          27-DEC-2007      
22470206             FX     C3340203   ST          27-DEC-2007      
22470207             FX     C3340204   ST          27-DEC-2007      
22470208             FX     C3340104   ST          27-DEC-2007      
22470209             FX     C3340103   ST          27-DEC-2007      
22470210             FX     C3340102   ST          27-DEC-2007      
22470211             FX     C3340101   ST          27-DEC-2007      
22480101             FX     RD000003   PA          27-DEC-2007      
22480102             FX     RD000003   PA          27-DEC-2007      
22480103             FX     RD000003   PA          27-DEC-2007      
22480104             FX     RD000003   PA          27-DEC-2007      
22480105             FX     RD000003   PA          27-DEC-2007      
22500101             FX     RD000002   PA          28-DEC-2007      
22500102             FX     RD000002   PA          28-DEC-2007      
22500103             FX     RD000002   PA          28-DEC-2007      
22500104             FX     RD000002   PA          28-DEC-2007      
22500105             FX     RD000002   PA          28-DEC-2007      
22500106             FX     RD000002   PA          28-DEC-2007      
22500107             FX     RD000002   PA          28-DEC-2007      
22500108             FX     RD000002   PA          28-DEC-2007      
22520101             FX     RD000001   PA          28-DEC-2007      
22590101             FX     RD000003   PA          28-DEC-2007      
22590102             FX     RD000003   PA          28-DEC-2007      
22590103             FX     RD000003   PA          28-DEC-2007      
22590104             FX     RD000003   PA          28-DEC-2007      
22590105             FX     RD000003   PA          28-DEC-2007      
22730101             FX     C3330101   ST          31-DEC-2007      
22730102             FX     C3330102   ST          31-DEC-2007      
22730103             FX     C3330103   ST          31-DEC-2007      
22730104             FX     C3330201   ST          31-DEC-2007      
22730105             FX     C3330202   ST          31-DEC-2007      
22730106             FX     C3330203   ST          31-DEC-2007      
22730107             FX     C3330204   ST          31-DEC-2007      
22730108             FX     RD000001   PA          31-DEC-2007      
22730109             FX     C3330302   ST          31-DEC-2007      
22730110             FX     RD000001   PA          31-DEC-2007      
22730211             FX     C3030203   ST          31-DEC-2007      
22730212             FX     C3030103   ST          31-DEC-2007      
22730213             FX     RD000001   PA          31-DEC-2007      
22730214             FX     C3370104   ST          31-DEC-2007      
22730215             FX     RD000001   PA          31-DEC-2007      
22730216             FX     C3370103   ST          31-DEC-2007      
22730217             FX     C3370102   ST          31-DEC-2007      
22730218             FX     C3370102   ST          31-DEC-2007      
22730219             FX     C3030102   ST          31-DEC-2007      
22730220             FX     C3030101   ST          31-DEC-2007      
22740101             FX     RD000011   PA          31-DEC-2007      
22740102             FX     RD000011   PA          31-DEC-2007      
22740103             FX     RD000011   PA          31-DEC-2007      
22740104             FX     RD000011   PA          31-DEC-2007      
22740105             FX     RD000011   PA          31-DEC-2007      
22740106             FX     RD000011   PA          31-DEC-2007      
22740107             FX     RD000011   PA          31-DEC-2007      
22740108             FX     RD000011   PA          31-DEC-2007      
22740109             FX     RD000011   PA          31-DEC-2007      
22740110             FX     RD000011   PA          31-DEC-2007      
22740211             FX     RD000011   PA          31-DEC-2007      
22740212             FX     RD000011   PA          31-DEC-2007      
22740213             FX     RD000011   PA          31-DEC-2007      
22740214             FX     RD000011   PA          31-DEC-2007      
22740315             FX     RD000011   PA          31-DEC-2007      
22740316             FX     RD000011   PA          31-DEC-2007      
22740317             FX     RD000011   PA          31-DEC-2007      
22740318             FX     RD000011   PA          31-DEC-2007      
22740319             FX     RD000011   PA          31-DEC-2007      
22740320             FX     RD000011   PA          31-DEC-2007      
22750101             FX     RD000010   PA          31-DEC-2007      
22750102             FX     RD000010   PA          31-DEC-2007      
22750203             FX     RD000010   PA          31-DEC-2007      
22750204             FX     RD000010   PA          31-DEC-2007      
22750205             FX     RD000010   PA          31-DEC-2007      
22750306             FX     RD000010   PA          31-DEC-2007      
22750307             FX     RD000010   PA          31-DEC-2007      
22750308             FX     RD000010   PA          31-DEC-2007      
22750309             FX     RD000010   PA          31-DEC-2007      
22750310             FX     RD000010   PA          31-DEC-2007      
22750311             FX     RD000010   PA          31-DEC-2007      
22750312             FX     RD000010   PA          31-DEC-2007      
22750413             FX     RD000010   PA          31-DEC-2007      
22750414             FX     RD000010   PA          31-DEC-2007      
22750415             FX     RD000010   PA          31-DEC-2007      
22750416             FX     RD000010   PA          31-DEC-2007      
22750417             FX     RD000010   PA          31-DEC-2007      
22750418             FX     RD000010   PA          31-DEC-2007      
22750519             FX     RD000010   PA          31-DEC-2007      
22750520             FX     RD000010   PA          31-DEC-2007      
22750521             FX     RD000010   PA          31-DEC-2007      
22780101             FX     RD000009   PA          31-DEC-2007      
22780102             FX     RD000009   PA          31-DEC-2007      
22780203             FX     RD000009   PA          31-DEC-2007      
22780204             FX     RD000009   PA          31-DEC-2007      
22780305             FX     RD000009   PA          31-DEC-2007      
22780306             FX     RD000009   PA          31-DEC-2007      
22780407             FX     RD000009   PA          31-DEC-2007      
22780408             FX     RD000009   PA          31-DEC-2007      
22780409             FX     RD000009   PA          31-DEC-2007      
22780410             FX     RD000009   PA          31-DEC-2007      
22780411             FX     RD000009   PA          31-DEC-2007      
22780412             FX     RD000009   PA          31-DEC-2007      
22780413             FX     RD000009   PA          31-DEC-2007      
22780414             FX     RD000009   PA          31-DEC-2007      
22780415             FX     RD000009   PA          31-DEC-2007      
22780516             FX     RD000009   PA          31-DEC-2007      
22780517             FX     RD000009   PA          31-DEC-2007      
22780518             FX     RD000009   PA          31-DEC-2007      
22780519             FX     RD000009   PA          31-DEC-2007      
22780620             FX     RD000009   PA          31-DEC-2007      
22780621             FX     RD000009   PA          31-DEC-2007      
22780622             FX     RD000009   PA          31-DEC-2007      
22780623             FX     RD000009   PA          31-DEC-2007      
22780724             FX     RD000009   PA          31-DEC-2007      
22780725             FX     RD000009   PA          31-DEC-2007      
22790101             FX     RD000011   PA           1-JAN-2008      
22790102             FX     RD000011   PA           1-JAN-2008      
22790103             FX     RD000011   PA           1-JAN-2008      
22790104             FX     RD000011   PA           1-JAN-2008      
22790105             FX     RD000011   PA           1-JAN-2008      
22790106             FX     RD000011   PA           1-JAN-2008      
22790107             FX     RD000011   PA           1-JAN-2008      
22790208             FX     RD000011   PA           1-JAN-2008      
22790209             FX     RD000011   PA           1-JAN-2008      
22820101             FX     RD000011   PA           2-JAN-2008      
22820102             FX     RD000011   PA           2-JAN-2008      
22820103             FX     RD000011   PA           2-JAN-2008      
22820204             FX     RD000011   PA           2-JAN-2008      
22820205             FX     RD000011   PA           2-JAN-2008      
22820206             FX     RD000011   PA           2-JAN-2008      
22820207             FX     RD000011   PA           2-JAN-2008      
22820208             FX     RD000011   PA           2-JAN-2008      
22820209             FX     RD000011   PA           2-JAN-2008      
22820210             FX     RD000011   PA           2-JAN-2008      
22820211             FX     RD000011   PA           2-JAN-2008      
22820212             FX     RD000011   PA           2-JAN-2008      
22820213             FX     RD000011   PA           2-JAN-2008      
22820214             FX     RD000011   PA           2-JAN-2008      
22820215             FX     RD000011   PA           2-JAN-2008      
22820216             FX     RD000011   PA           2-JAN-2008      
22820217             FX     RD000011   PA           2-JAN-2008      
22820218             FX     RD000011   PA           2-JAN-2008      
22820219             FX     RD000011   PA           2-JAN-2008      
22820320             FX     RD000011   PA           2-JAN-2008      
22820321             FX     RD000011   PA           2-JAN-2008      
22830101             FX     RD000010   PA           2-JAN-2008      
22830102             FX     RD000010   PA           2-JAN-2008      
22830103             FX     RD000010   PA           2-JAN-2008      
22830204             FX     RD000010   PA           2-JAN-2008      
22830205             FX     RD000010   PA           2-JAN-2008      
22830206             FX     RD000010   PA           2-JAN-2008      
22830207             FX     RD000010   PA           2-JAN-2008      
22830308             FX     RD000010   PA           2-JAN-2008      
22830309             FX     RD000010   PA           2-JAN-2008      
22830310             FX     RD000010   PA           2-JAN-2008      
22830311             FX     RD000010   PA           2-JAN-2008      
22830312             FX     RD000010   PA           2-JAN-2008      
22830313             FX     RD000010   PA           2-JAN-2008      
22830314             FX     RD000010   PA           2-JAN-2008      
22830415             FX     RD000010   PA           2-JAN-2008      
22830416             FX     RD000010   PA           2-JAN-2008      
22830417             FX     RD000010   PA           2-JAN-2008      
22830518             FX     RD000010   PA           2-JAN-2008      
22830519             FX     RD000010   PA           2-JAN-2008      
22830620             FX     RD000010   PA           2-JAN-2008      
22830621             FX     RD000010   PA           2-JAN-2008      
22830722             FX     RD000010   PA           2-JAN-2008      
22830723             FX     RD000010   PA           2-JAN-2008      
22900101             FX     RD000001   PA           3-JAN-2008      
22900202             FX     RD000001   PA           3-JAN-2008      
22900203             FX     RD000001   PA           3-JAN-2008      
22900204             FX     RD000001   PA           3-JAN-2008      
22900305             FX     RD000001   PA           3-JAN-2008      
22900306             FX     RD000001   PA           3-JAN-2008      
22900307             FX     RD000001   PA           3-JAN-2008      
22900408             FX     RD000001   PA           3-JAN-2008      
22900409             FX     RD000001   PA           3-JAN-2008      
22900510             FX     RD000001   PA           3-JAN-2008      
22940101             FX     RD000001   PA           4-JAN-2008      
22950101             FX     C1330203   ST           4-JAN-2008      
22950102             FX     C1330203   ST           4-JAN-2008      
22950103             FX     C1340101   ST           4-JAN-2008      
22950104             FX     C1340102   ST           4-JAN-2008      
22950105             FX     C1340201   ST           4-JAN-2008      
22950106             FX     C1340202   ST           4-JAN-2008      
22950107             FX     RD000003   PA           4-JAN-2008      
22950108             FX     C1330302   ST           4-JAN-2008      
22950109             FX     C1330303   ST           4-JAN-2008      
22950110             FX     C1350301   ST           4-JAN-2008      
22950111             FX     C1350102   ST           4-JAN-2008      
22950112             FX     C1350204   ST           4-JAN-2008      
22950113             FX     C1330304   ST           4-JAN-2008      
22950114             FX     C1350302   ST           4-JAN-2008      
